PK,AGE,GENDER,RACE,INCIDENTNEIGHBORHOOD,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION
1974645,18,M,B,South Side Flats,3,3
1974658,18,M,B,Allentown,3,5
1974694,31,M,B,Allentown,3,5
1975436,35,M,W,Golden Triangle/Civic Arena,6,6
1975438,30,M,B,North Shore,1,6
1975442,25,M,B,Marshall-Shadeland,1,1
1974758,45,M,B,Central Oakland,3,3
1974767,32,M,W,Middle Hill,6,3
1974791,25,F,W,South Side Flats,3,3
1975457,21,M,W,Strip District,7,6
1975458,31,M,W,Allegheny Center,1,1
1975461,29,M,B,Lincoln-Lemington-Belmar,9,2
1975497,27,M,B,Central Northside,1,1
1975502,13,M,B,Troy Hill-Herrs Island,1,1
1974804,19,F,B,South Side Flats,7,6
1974841,52,M,W,Highland Park,7,2
1975025,27,M,W,,,
1975096,40,M,W,Perry South,6,1
1975194,21,M,B,Homewood North,9,2
1975206,16,M,B,Northview Heights,1,1
1975268,22,M,W,Central Oakland,3,3
1975281,35,M,W,Brighton Heights,1,1
1975308,18,M,B,Bloomfield,7,2
1975317,20,M,B,Hazelwood,5,3
1975372,28,M,W,Perry North,,
1975519,17,M,B,Homewood North,9,2
1974446,26,M,B,Bedford Dwellings,6,3
1975135,30,M,B,Sheraden,2,5
1974953,45,M,W,East Liberty,8,2
1974512,19,F,B,Elliott,2,5
1974514,,M,B,Beechview,4,5
1974709,21,F,B,East Hills,9,2
1974770,36,M,B,Golden Triangle/Civic Arena,6,6
1975509,37,F,W,East Allegheny,1,1
1975218,44,F,W,Fineview,1,1
1975029,15,F,H,Carrick,4,3
1975031,35,M,B,Glen Hazel,5,3
1975032,29,M,B,Glen Hazel,5,3
1975034,23,F,B,Spring Hill-City View,1,1
1974457,37,M,W,,,
1974460,45,M,B,Central Oakland,3,3
1974505,25,F,B,Sheraden,2,5
1974974,24,F,B,Fineview,6,1
1974614,36,F,B,Marshall-Shadeland,1,1
1974623,57,M,B,Golden Triangle/Civic Arena,6,6
1975063,22,M,B,Elliott,2,5
1974834,25,M,W,East Allegheny,1,1
1975020,23,M,B,Central Northside,6,1
1975021,22,F,B,Central Northside,6,1
1975037,,M,B,East Liberty,8,2
1975470,24,M,B,Bluff,6,3
1975475,33,M,W,Carrick,4,3
1974540,27,M,W,South Side Flats,3,3
1974545,25,M,W,Beechview,2,5
1974561,48,F,B,Manchester,6,1
1974760,30,M,W,East Hills,9,2
1974769,42,M,W,Homewood West,9,2
1974775,19,M,B,Outside County,,
1975090,26,F,W,Brookline,4,5
1974821,28,M,W,Carrick,4,3
1975081,28,M,B,Point Breeze,9,3
1975530,25,F,W,Golden Triangle/Civic Arena,6,6
1975536,32,M,W,South Side Flats,3,3
1975133,33,M,W,South Side Flats,3,3
1975273,22,M,B,Homewood West,9,2
1975276,24,M,B,Carrick,4,3
1975384,32,M,W,East Allegheny,1,1
1975511,16,M,B,Homewood North,9,2
1975356,21,M,B,Beechview,4,5
1975358,35,M,B,Homewood South,9,2
1974535,25,F,B,Squirrel Hill South,5,3
1974941,34,M,W,Northview Heights,1,1
1974954,20,M,B,Terrace Village,6,3
1974940,27,M,W,Spring Hill-City View,1,1
1975298,25,M,B,Homewood North,9,2
1975301,40,M,B,Homewood North,9,2
1975305,23,M,B,Homewood North,9,2
1975306,22,M,H,Crafton Heights,2,5
1974967,22,M,W,Strip District,7,6
1974480,52,F,B,Bloomfield,7,2
1974487,33,M,W,Homewood West,9,2
1974489,23,F,W,Homewood West,9,2
1974498,19,M,B,Lincoln-Lemington-Belmar,9,2
1974877,44,M,B,Bloomfield,6,3
1975120,20,F,B,Upper Lawrenceville,7,2
1975134,48,M,W,Arlington,3,3
1975256,33,F,W,East Allegheny,1,1
1974507,27,M,B,South Side Slopes,3,3
1974703,23,F,B,Bluff,6,3
1974727,20,M,B,Middle Hill,6,3
1974464,36,M,B,Crafton Heights,2,5
1974475,47,F,B,Homewood South,9,2
1974477,24,M,B,Marshall-Shadeland,1,1
1974538,21,M,W,South Side Flats,3,3
1974567,29,M,W,Lower Lawrenceville,7,2
1974570,49,M,B,Garfield,9,2
1975008,24,M,W,Brookline,4,5
1974608,37,F,B,Homewood North,9,2
1974858,44,F,B,Sheraden,2,5
1974873,58,M,B,Homewood South,9,2
1974997,19,M,W,Brookline,4,5
1974502,29,M,B,Lincoln Place,5,3
1974571,59,M,W,Brookline,4,5
1974574,46,M,B,Elliott,2,5
1974575,52,M,W,Elliott,2,5
1974598,32,M,W,Allegheny Center,1,1
1975062,51,F,W,North Shore,1,6
1975073,24,F,W,Carrick,4,3
1975104,21,M,W,South Side Flats,3,3
1975142,24,M,B,South Side Flats,3,3
1975184,24,M,W,North Shore,1,6
1975189,54,F,B,Golden Triangle/Civic Arena,6,6
1975335,21,M,B,Point Breeze North,9,2
1975338,24,M,B,Larimer,9,2
1975382,17,M,B,Marshall-Shadeland,1,1
1975400,36,F,W,Beechview,4,5
1974690,27,F,B,Bedford Dwellings,6,3
1975415,63,F,B,Westwood,9,2
1975421,30,F,W,South Side Flats,,
1975422,53,M,W,Brookline,4,5
1975424,34,M,W,Fineview,,
1975440,28,M,B,Northview Heights,1,1
1974728,26,F,B,Mount Washington,3,5
1975464,40,M,B,California-Kirkbride,6,1
1975500,51,F,W,East Allegheny,1,1
1975501,54,M,B,Central Oakland,3,3
1975506,56,M,W,Golden Triangle/Civic Arena,6,6
1974803,22,M,B,Bloomfield,7,2
1974805,56,F,W,Banksville,2,5
1974866,29,M,B,Bon Air,2,5
1974883,38,M,W,North Shore,1,6
1974889,30,F,W,Bluff,,
1974890,59,M,B,Golden Triangle/Civic Arena,,
1974895,35,M,B,Homewood North,9,2
1974993,32,F,B,Glen Hazel,5,3
1975187,43,M,B,Golden Triangle/Civic Arena,6,6
1975188,32,M,W,South Shore,3,5
1975195,49,F,B,Bedford Dwellings,6,3
1975197,53,M,B,Hazelwood,5,3
1975307,21,M,B,Crafton Heights,2,5
1975313,42,F,W,Sheraden,2,5
1975343,33,F,W,Upper Lawrenceville,7,2
1975346,33,M,W,South Side Flats,3,3
1975394,28,M,B,Allentown,3,5
1975515,16,M,B,Homewood South,9,2
1974439,20,M,B,Fineview,6,1
1974444,47,M,B,Lincoln-Lemington-Belmar,9,2
1974449,29,M,B,Highland Park,9,2
1974960,42,M,W,South Side Slopes,3,3
1974785,21,M,W,East Liberty,8,2
1974975,24,F,W,Carrick,4,3
1974981,29,M,B,Northview Heights,1,1
1975146,22,M,B,Mount Washington,3,5
1975156,37,M,W,Bloomfield,7,2
1975296,41,F,B,South Side Flats,3,3
1974516,32,M,W,Bon Air,4,5
1974583,27,F,B,Central Oakland,3,3
1975151,51,M,B,Beltzhoover,3,5
1974969,20,M,B,Golden Triangle/Civic Arena,6,6
1974973,60,M,W,Strip District,7,6
1974606,31,M,B,Sheraden,2,5
1974612,25,M,B,Knoxville,3,5
1974616,28,M,W,North Shore,1,6
1974619,51,F,W,Sheraden,2,5
1974622,,M,B,,,
1974654,45,F,W,Carrick,4,3
1974657,40,F,W,Bloomfield,7,2
1974675,15,M,B,Squirrel Hill South,5,3
1974679,16,M,B,Middle Hill,6,3
1975131,48,M,W,Greenfield,5,3
1975468,10,M,O,Elliott,2,5
1974733,20,M,B,East Allegheny,1,1
1974759,35,M,W,Bluff,,
1974815,22,F,W,South Side Flats,3,3
1974824,43,F,W,Lincoln-Lemington-Belmar,9,2
1974832,37,F,W,East Allegheny,1,1
1974721,49,M,W,South Side Flats,3,3
1974820,47,M,H,Chateau,1,6
1975126,32,M,B,Golden Triangle/Civic Arena,6,6
1975087,29,M,B,East Liberty,8,2
1975207,36,M,B,Homewood North,9,2
1974491,,F,B,Crawford-Roberts,6,3
1975387,47,M,W,Polish Hill,6,3
1975513,17,F,B,Elliott,2,5
1974562,21,M,W,,,
1974951,40,M,H,Carrick,4,3
1974962,25,M,B,Bluff,6,3
1974943,22,M,B,Fairywood,2,5
1975302,27,M,B,Homewood North,9,2
1974816,53,F,B,Golden Triangle/Civic Arena,6,6
1974539,49,M,W,Knoxville,,
1974600,37,M,W,South Side Flats,3,3
1974602,23,M,W,South Side Flats,3,3
1974611,24,M,W,South Side Flats,2,5
1974653,16,M,B,Golden Triangle/Civic Arena,6,6
1974691,27,F,B,Homewood South,9,2
1974827,26,F,W,East Allegheny,1,1
1974937,19,F,B,South Side Flats,7,6
1974938,50,F,B,East Allegheny,1,1
1974939,39,M,B,East Allegheny,1,1
1974481,19,M,B,Fineview,,
1974482,23,M,B,Fineview,,
1974573,44,F,B,South Side Flats,,
1974576,34,M,W,West End,2,5
1974585,18,M,B,Golden Triangle/Civic Arena,6,6
1975009,27,M,B,Golden Triangle/Civic Arena,6,6
1975139,51,F,W,East Allegheny,1,1
1975176,15,M,B,Crawford-Roberts,6,3
1974639,29,M,B,Fineview,6,1
1975337,54,M,W,Allegheny Center,1,1
1975344,55,M,B,Shadyside,7,2
1975402,26,M,W,Allegheny Center,1,1
1975404,23,M,B,Allentown,3,5
1975406,19,M,B,Allentown,3,5
1974650,69,M,W,Carrick,4,3
1974681,25,M,U,Bloomfield,1,1
1975418,30,M,B,North Shore,1,6
1975419,53,M,B,North Shore,1,6
1975428,24,F,B,Sheraden,2,5
1975437,39,F,U,Carrick,4,3
1974705,52,M,W,Garfield,9,2
1974715,51,M,W,Golden Triangle/Civic Arena,3,3
1974756,33,M,W,West End,,
1974762,58,M,W,Golden Triangle/Civic Arena,6,6
1974788,27,M,B,Knoxville,3,5
1974790,38,F,B,Golden Triangle/Civic Arena,6,3
1974796,20,M,B,Sheraden,2,5
1974799,38,M,W,Golden Triangle/Civic Arena,6,6
1975480,42,M,W,Central Oakland,3,3
1974837,26,M,B,Golden Triangle/Civic Arena,6,6
1974880,25,M,B,Morningside,7,2
1974915,33,M,A,Brookline,4,5
1974985,31,F,W,Allegheny Center,1,1
1974988,,F,B,Sheraden,2,5
1974991,29,M,B,Polish Hill,7,3
1974999,22,M,W,Golden Triangle/Civic Arena,6,6
1975181,22,F,B,Garfield,9,2
1975193,23,M,B,Homewood South,9,2
1975201,24,M,B,Beechview,4,5
1975320,41,M,B,East Hills,9,2
1975348,23,F,W,Elliott,2,5
1975370,24,M,B,Perry South,6,1
1975375,20,M,B,Brighton Heights,1,1
1975405,24,M,W,Overbrook,4,5
1975411,20,M,B,South Side Slopes,,
1974513,20,F,B,Elliott,2,5
1974560,45,F,B,Highland Park,7,2
1974768,27,M,W,South Side Flats,3,3
1975145,26,F,B,Carrick,4,3
1975148,20,M,B,Golden Triangle/Civic Arena,6,6
1975154,21,M,B,Troy Hill-Herrs Island,,
1975212,16,M,B,East Liberty,9,2
1975213,18,M,W,Friendship,7,2
1974515,40,M,W,Brookline,4,5
1975303,,M,B,Allegheny Center,1,1
1974708,22,M,W,East Allegheny,1,1
1975150,28,F,W,South Side Flats,3,3
1975152,31,F,W,Sheraden,2,5
1975027,16,M,B,Outside City,,
1974454,30,M,W,East Liberty,9,2
1974461,45,M,B,Central Oakland,3,3
1974479,37,M,W,Brighton Heights,1,1
1974496,24,M,B,East Hills,9,2
1974968,57,M,B,Golden Triangle/Civic Arena,6,6
1974620,32,M,B,West End,2,5
1974635,57,M,B,North Oakland,8,3
1974642,30,F,B,Shadyside,8,2
1975129,26,F,B,Northview Heights,1,1
1975132,32,F,B,Marshall-Shadeland,1,1
1975136,32,M,W,Allegheny Center,1,1
1975235,61,M,B,Homewood South,9,2
1975467,12,M,B,Elliott,2,5
1974684,14,M,B,Outside City,,
1975080,26,F,W,Crafton Heights,2,5
1974825,40,F,W,Lincoln-Lemington-Belmar,9,2
1974829,34,M,B,Golden Triangle/Civic Arena,6,6
1975019,18,M,W,Brookline,4,5
1975469,52,M,B,Middle Hill,6,3
1975472,33,M,W,Crafton Heights,2,5
1975478,20,M,B,South Side Flats,3,3
1974537,38,M,W,East Liberty,9,2
1974557,21,M,B,South Side Flats,3,3
1974773,46,M,W,Central Lawrenceville,7,2
1974774,24,M,B,Outside County,,
1975089,24,M,W,Brookline,4,5
1975092,48,F,W,Brookline,4,5
1975069,18,M,B,Oakwood,2,5
1975178,32,M,B,Central Northside,1,1
1975537,36,M,B,Perry South,6,1
1975127,22,M,W,Golden Triangle/Civic Arena,6,6
1975386,35,M,W,Middle Hill,6,3
1975447,23,F,H,South Side Flats,3,3
1975449,,M,B,Brighton Heights,1,1
1975510,28,M,B,Homewood North,9,2
1974757,38,M,B,Sheraden,2,5
1975363,21,F,W,East Liberty,9,2
1974947,19,M,B,Golden Triangle/Civic Arena,6,6
1974952,29,M,B,Upper Hill,6,3
1974956,31,M,B,Terrace Village,6,3
1974869,26,F,W,Allegheny Center,1,1
1975295,30,M,W,Troy Hill-Herrs Island,1,1
1974965,19,M,W,,,
1974438,25,F,B,Brighton Heights,1,1
1974458,45,M,B,South Oakland,6,3
1974483,33,M,B,Knoxville,,
1974484,32,F,W,Knoxville,,
1974485,59,M,B,Homewood West,9,2
1974488,33,F,W,Homewood West,9,2
1974495,48,M,B,West Oakland,2,5
1974493,18,F,B,Beechview,4,5
1974500,67,M,B,Terrace Village,6,3
1974698,36,M,B,Allentown,3,5
1975065,65,M,B,Sheraden,2,5
1974722,23,F,B,Elliott,2,5
1974541,32,M,B,East Allegheny,1,1
1975010,40,F,W,Greenfield,5,3
1974601,35,M,W,Central Northside,6,1
1974603,25,F,W,South Side Slopes,3,3
1974604,,F,B,East Hills,9,2
1974649,17,M,A,Point Breeze,9,3
1974652,15,M,B,,,
1974826,49,M,B,Bloomfield,8,3
1974863,35,M,B,South Shore,2,5
1974875,30,M,W,North Shore,1,6
1974440,50,M,B,Fineview,6,1
1974580,25,M,B,Manchester,6,1
1974589,18,M,B,Marshall-Shadeland,1,1
1974591,29,F,W,North Shore,1,6
1975004,26,F,B,Crawford-Roberts,6,3
1975098,35,M,W,Perry South,6,1
1975101,23,F,B,Central Oakland,3,3
1975103,21,M,W,South Side Flats,3,3
1974632,43,M,W,Spring Garden,1,1
1974633,36,M,B,East Hills,9,2
1975351,20,M,B,Sheraden,2,5
1975373,60,M,B,Larimer,9,2
1975377,,F,B,Brookline,4,5
1975379,15,F,B,Carrick,4,3
1975408,18,M,B,Perry South,6,1
1974683,42,M,W,Squirrel Hill South,5,3
1974686,45,M,B,Central Oakland,3,3
1975417,36,F,B,Brookline,4,5
1975439,24,M,B,Northview Heights,1,1
1974716,48,M,B,Outside County,,
1974793,48,F,W,Golden Triangle/Civic Arena,6,6
1974797,24,M,B,Hazelwood,5,3
1975462,29,M,B,Perry North,1,1
1975481,55,M,W,Homewood North,9,2
1975498,49,M,B,Garfield,9,2
1975508,32,F,B,Lincoln-Lemington-Belmar,9,2
1974843,30,M,W,Golden Triangle/Civic Arena,6,6
1974893,25,M,B,Marshall-Shadeland,1,1
1974916,18,M,B,Lincoln-Lemington-Belmar,9,2
1974986,20,M,B,South Side Flats,3,3
1974990,40,M,B,Fineview,6,1
1974992,21,F,B,Glen Hazel,5,3
1975011,33,M,W,Allentown,3,5
1975190,36,F,W,Marshall-Shadeland,1,1
1975191,26,M,B,Spring Hill-City View,1,1
1975196,18,F,B,Brighton Heights,1,1
1975265,22,M,B,Highland Park,7,2
1975270,32,F,W,Allegheny West,1,1
1975282,26,M,W,Knoxville,3,5
1975376,24,M,H,,,
1975392,44,F,W,South Side Slopes,3,3
1975520,15,M,B,Beechview,4,5
1975522,13,M,W,Greenfield,5,3
1974436,33,M,W,,,
1974448,31,M,B,Carrick,4,3
1974450,21,M,B,Fineview,1,1
1974950,51,F,B,Golden Triangle/Civic Arena,7,6
1974959,33,F,B,Strip District,7,6
1974963,25,M,B,Garfield,9,2
1975157,48,M,B,East Hills,9,2
1975217,44,F,W,Fineview,1,1
1975022,16,M,B,Larimer,9,2
1974618,36,M,B,Beltzhoover,3,5
1974646,35,F,W,Friendship,7,2
1974977,38,M,B,East Allegheny,1,1
1974979,34,M,B,Golden Triangle/Civic Arena,6,6
1975123,29,M,B,Central Northside,1,1
1974719,28,M,B,Homewood West,9,2
1974725,19,M,B,Fairywood,1,1
1974739,37,M,W,East Allegheny,1,1
1974740,23,M,B,East Hills,9,2
1975074,38,M,W,Greenfield,5,3
1975083,57,M,W,Bloomfield,7,2
1974465,,F,W,Mount Washington,2,5
1974833,37,M,W,East Allegheny,1,1
1975471,16,M,B,Golden Triangle/Civic Arena,6,6
1975474,33,M,O,Allegheny Center,1,1
1975476,42,F,W,Golden Triangle/Civic Arena,6,6
1974764,24,F,W,South Side Flats,3,3
1975086,52,M,W,East Allegheny,1,1
1975118,20,F,B,Shadyside,7,2
1975528,23,M,W,South Side Flats,3,3
1975523,37,F,W,East Allegheny,1,1
1975359,34,M,W,Homewood South,9,2
1974948,26,M,B,Homewood North,9,2
1974958,37,M,W,Westwood,2,5
1974961,23,M,B,Central Lawrenceville,7,2
1974964,26,M,B,East Hills,9,2
1974935,31,M,W,Knoxville,3,5
1974966,22,M,B,Homewood North,9,2
1974503,18,M,B,Knoxville,3,5
1974819,56,F,W,North Shore,1,6
1975067,,M,W,Bloomfield,7,2
1974723,28,M,B,Elliott,2,5
1974476,35,M,W,Golden Triangle/Civic Arena,6,6
1974547,30,M,W,Golden Triangle/Civic Arena,6,6
1974621,25,M,B,Carrick,,
1974610,32,M,B,East Hills,9,2
1974656,16,M,B,Golden Triangle/Civic Arena,6,6
1974828,28,M,B,East Allegheny,1,1
1974857,21,F,W,Central Northside,6,1
1974463,61,F,B,Perry South,6,1
1974579,30,M,B,Beechview,4,5
1974587,71,F,B,Golden Triangle/Civic Arena,6,6
1975000,56,M,B,Bon Air,4,5
1975012,62,F,B,Homewood North,9,2
1975097,29,F,B,Garfield,9,2
1975100,28,M,W,Golden Triangle/Civic Arena,6,6
1975182,37,M,W,West End,2,5
1975183,20,M,W,North Shore,1,6
1974629,52,F,B,Homewood South,9,2
1975266,26,F,W,Westwood,2,5
1975396,26,M,B,Greenfield,5,3
1975407,21,M,W,Brighton Heights,1,1
1975412,28,F,B,East Allegheny,1,1
1975420,19,M,B,St. Clair,3,3
1975425,52,M,W,Bloomfield,7,2
1975426,70,M,W,Shadyside,8,2
1975427,19,M,B,Lincoln-Lemington-Belmar,9,2
1975441,25,M,W,Mount Washington,2,5
1975445,50,M,B,Fineview,6,1
1975455,56,M,W,Golden Triangle/Civic Arena,6,6
1974717,29,M,B,Outside County,,
1974729,53,F,B,Homewood West,9,2
1974730,59,M,B,Homewood South,9,2
1974755,28,M,W,South Side Flats,3,3
1974787,22,M,B,Knoxville,3,5
1974795,33,M,W,Hazelwood,5,3
1974839,57,M,B,Golden Triangle/Civic Arena,6,6
1974842,21,M,B,Knoxville,3,5
1974864,21,M,B,Hazelwood,5,3
1974876,24,F,W,Golden Triangle/Civic Arena,,
1974881,31,M,B,Perry South,6,1
1974987,57,M,B,Lincoln-Lemington-Belmar,9,2
1974989,,M,B,Sheraden,2,5
1975001,25,F,W,Golden Triangle/Civic Arena,6,6
1975015,25,M,B,Stanton Heights,9,2
1975018,34,M,B,North Shore,1,6
1975202,16,M,B,Middle Hill,6,3
1975278,50,M,B,Homewood South,9,2
1975350,54,F,W,Hazelwood,5,3
1975391,41,M,W,South Side Slopes,3,3
1975496,50,M,W,Squirrel Hill South,5,3
1975514,15,F,O,Crafton Heights,2,5
1974435,44,M,B,Golden Triangle/Civic Arena,,
1974957,30,F,B,Homewood South,9,2
1974511,,F,W,South Side Flats,3,3
1974549,47,M,B,East Hills,,
1974555,31,M,W,Mount Washington,2,5
1974771,52,M,W,,,
1974782,56,M,W,Esplen,2,5
1974786,25,M,W,East Liberty,8,2
1974891,26,M,B,Golden Triangle/Civic Arena,6,6
1975516,40,M,W,East Allegheny,1,1
1975149,54,M,B,Carrick,4,3
1975155,30,F,W,Central Northside,1,1
1975209,58,M,B,Central Oakland,3,3
1974517,26,M,B,Allentown,3,5
1974836,22,F,B,Arlington,3,3
1974845,28,M,B,Allegheny Center,1,1
1974564,,M,B,Shadyside,8,2
1975311,20,M,W,Carrick,4,3
1974582,23,M,W,South Side Slopes,3,3
1974888,25,M,B,Sheraden,2,5
1974700,34,F,B,Spring Hill-City View,1,1
1975024,29,M,W,Beechview,4,5
1975028,13,M,B,Homewood South,9,2
1974462,28,M,B,Allegheny Center,1,1
1974478,36,M,W,Brighton Heights,1,1
1974497,31,M,B,Golden Triangle/Civic Arena,6,6
1974609,29,M,B,East Allegheny,1,1
1974613,22,M,B,Homewood South,9,2
1974617,36,M,W,Morningside,7,2
1974655,19,F,B,Carrick,4,3
1974976,34,M,B,Golden Triangle/Civic Arena,6,6
1975117,22,F,W,Esplen,2,5
1975119,37,F,B,Shadyside,7,2
1975354,25,M,B,Larimer,9,2
1975465,17,M,B,,,
1974685,16,M,B,Point Breeze North,9,2
1974726,19,M,B,Fairywood,1,1
1974741,21,F,W,West Oakland,6,3
1975076,44,M,W,Homewood South,9,2
1975079,31,M,B,Garfield,9,2
1975082,17,M,B,Fairywood,2,5
1975084,62,M,B,Bluff,6,3
1975030,38,M,W,Golden Triangle/Civic Arena,6,6
1975473,26,M,B,Northview Heights,1,1
1974552,41,M,B,Homewood West,9,2
1974553,32,F,W,Beechview,2,5
1974765,26,M,B,Fineview,6,1
1974777,37,M,W,Westwood,,
1974846,37,F,W,Central Lawrenceville,7,2
1975125,32,F,W,Banksville,2,5
1975055,21,M,U,Shadyside,8,2
1975066,23,M,B,East Liberty,9,2
1975072,31,F,W,South Side Flats,3,3
1975208,29,F,B,Carrick,4,3
1975532,24,M,B,South Side Flats,3,3
1975534,25,M,B,South Side Flats,3,3
1975383,52,M,O,Squirrel Hill North,5,3
1975527,37,M,B,Golden Triangle/Civic Arena,6,6
1975341,43,F,W,South Side Flats,,
1975355,26,M,B,Beechview,4,5
1974554,50,M,B,Shadyside,9,2
1974563,49,F,B,Bluff,6,3
1974688,35,M,B,Knoxville,3,5
1974955,20,F,B,Golden Triangle/Civic Arena,6,6
1974936,23,F,W,Knoxville,3,5
1974879,33,F,B,Highland Park,7,2
1975121,26,M,W,Golden Triangle/Civic Arena,6,6
1975259,,M,B,Homewood South,9,2
1974817,28,M,W,Knoxville,3,5
1974699,41,M,W,Golden Triangle/Civic Arena,6,6
1974558,21,M,W,East Allegheny,1,1
1974605,39,M,W,Spring Garden,1,1
1974659,13,F,B,Homewood North,9,2
1974660,17,F,B,Bluff,6,3
1974441,26,M,B,Central Northside,6,1
1974442,42,F,W,Brookline,7,6
1974577,48,M,B,South Side Flats,3,3
1974597,42,F,W,Allegheny Center,1,1
1975057,29,M,W,Spring Hill-City View,1,1
1975061,35,M,B,Knoxville,3,5
1975175,52,F,B,Homewood West,9,2
1974634,23,F,B,Hazelwood,5,3
1975336,19,F,W,Point Breeze North,9,2
1975366,24,M,B,Homewood South,9,2
1975378,13,M,B,Troy Hill-Herrs Island,1,1
1975403,35,M,W,Carrick,4,3
1975409,41,M,W,Beechview,4,5
1974692,29,M,B,Shadyside,8,2
1974693,40,M,B,Allentown,3,5
1974695,22,M,W,South Side Flats,3,3
1975423,44,F,W,Fineview,,
1975446,29,F,W,Allegheny Center,1,1
1975456,23,M,B,,,
1975460,26,M,B,Golden Triangle/Civic Arena,6,6
1975507,52,M,W,Overbrook,4,5
1974882,32,M,W,North Shore,1,6
1974884,35,M,W,North Shore,1,6
1974996,62,M,W,,,
1975002,33,M,W,Hazelwood,5,3
1975094,21,M,W,Lincoln-Lemington-Belmar,9,2
1975179,44,M,B,Knoxville,,
1975180,20,F,B,Central Oakland,3,3
1975200,16,M,B,Hazelwood,5,3
1975203,23,M,B,Perry South,6,1
1975269,41,F,H,South Oakland,6,3
1975316,22,F,W,East Liberty,8,2
1975319,,M,B,East Liberty,9,2
1975342,30,F,B,Brighton Heights,1,1
1975393,34,M,B,Outside City,,
1974443,26,M,W,Mount Washington,2,5
1974780,30,M,B,East Liberty,9,2
1975153,36,F,B,Allentown,3,5
1975211,48,M,B,,,
1975214,16,M,B,Larimer,9,2
1975216,28,M,B,Bluff,6,3
1974835,22,M,B,Arlington,3,3
1974838,52,M,B,Upper Hill,6,3
1974840,34,M,B,East Allegheny,1,1
1975017,21,M,B,Beechview,4,5
1974565,26,M,B,East Hills,9,2
1975297,37,M,B,Golden Triangle/Civic Arena,7,6
1975310,31,M,B,Elliott,2,5
1974706,41,M,B,Homewood North,9,2
1975023,20,F,W,Carrick,4,3
1975033,19,F,B,East Hills,9,2
1974451,28,F,B,Central Oakland,3,3
1974459,35,M,B,,,
1975115,21,F,B,Stanton Heights,9,2
1975130,63,F,W,Bluff,6,3
1975466,14,M,W,Elliott,2,5
1974720,21,M,W,North Shore,1,6
1974736,37,M,W,Central Northside,1,1
1974738,58,M,W,East Allegheny,1,1
1975036,22,F,W,East Allegheny,1,1
1975070,51,M,B,Crawford-Roberts,6,3
1975077,40,M,W,Homewood South,9,2
1974831,23,F,W,South Side Flats,3,3
1975477,37,M,B,Larimer,9,2
1974551,48,M,B,Central Northside,6,1
1974763,51,F,W,Central Northside,6,1
1974781,43,M,B,Carrick,4,3
1975085,17,M,H,Morningside,7,2
1975091,26,M,W,Brookline,4,5
1975064,54,M,W,Carrick,4,3
1975177,34,F,W,Central Northside,1,1
1975529,39,M,B,Allegheny Center,1,1
1975533,31,M,B,South Side Flats,3,3
1975385,31,M,W,East Allegheny,1,1
1975435,25,M,B,Beechview,4,5
1975524,27,M,B,Garfield,9,2
1974536,42,M,W,Squirrel Hill South,5,3
1974946,22,M,B,Knoxville,3,5
1974856,34,M,W,Strip District,7,6
1974865,36,M,B,Highland Park,7,2
1974870,29,M,W,Allegheny Center,1,1
1974871,34,F,W,Mt. Oliver Neighborhood,3,3
1975255,37,F,W,East Allegheny,1,1
1975262,33,M,B,West Oakland,6,3
1975204,45,M,B,Central Northside,1,1
1974492,22,F,B,Beechview,4,5
1974504,43,M,B,Spring Hill-City View,1,1
1975058,24,M,B,Central Oakland,3,3
1975005,28,M,W,Larimer,9,2
1974732,40,F,W,Mount Washington,2,5
1974546,29,F,B,East Allegheny,1,1
1974566,49,M,B,Perry South,6,1
1974637,29,M,B,Perry South,1,1
1974859,35,M,B,Knoxville,3,5
1974868,28,M,W,West Oakland,8,3
1974886,36,M,B,Homewood South,9,2
1974944,18,M,B,Golden Triangle/Civic Arena,,
1974486,36,M,W,South Side Slopes,3,3
1974581,53,F,W,Point Breeze,8,3
1975006,31,M,W,South Side Flats,3,3
1975059,25,M,B,Arlington,3,3
1975099,25,M,B,Northview Heights,1,1
1975140,57,M,B,East Allegheny,1,1
1975258,18,M,B,Outside City,,
1974599,31,M,W,Allegheny Center,1,1
1974627,56,M,B,Homewood North,9,2
1974630,23,M,B,,,
1974641,36,M,B,Homewood South,9,2
1975264,38,M,W,Mount Washington,2,5
1975339,46,M,W,Strip District,7,6
1975340,25,M,B,South Oakland,3,3
1975374,58,M,B,Larimer,9,2
1975380,12,M,W,East Carnegie,2,5
1974651,25,M,B,Spring Hill-City View,1,1
1974682,29,M,W,Larimer,9,2
1974702,66,M,W,South Oakland,,
1975443,57,M,B,East Hills,9,2
1974735,51,F,W,Central Northside,6,1
1974761,22,M,B,Allentown,3,5
1974766,58,M,B,Middle Hill,6,3
1974794,55,M,B,Allegheny Center,1,1
1974798,28,F,W,Knoxville,3,5
1975463,54,F,W,Bluff,6,3
1975479,27,F,B,East Allegheny,1,1
1975499,19,M,B,Marshall-Shadeland,1,1
1975503,32,F,B,Homewood North,9,2
1975504,26,F,B,Brighton Heights,1,1
1974802,20,M,B,Golden Triangle/Civic Arena,6,6
1974806,24,M,W,Central Oakland,3,3
1974855,39,F,W,Perry North,1,1
1974860,28,M,O,Banksville,2,5
1974862,24,F,B,Hazelwood,5,3
1974885,30,M,B,Westwood,2,5
